qid,date,section,mp,matched_score,matched_date,rank,MND,MinDef,MFA,MinLaw,MHA,MOT,MOF,MOM,MTI,MCCY,MSF,MOH,PMO,MEWR,MCI,MOE,speaker,dob,yob,start,end,gender,party,race,age,tenure,opposition,non-partisan,parl10,parl11,parl12,parl13,parl,num,voters,valid_votes,vote_share,vote,winners_majority_share,winners_majority,swing
11179,2008-08-29,Singapore,171,0.75,2008-08-27,nmp,,,,,,,,,,,,,,,,,0,1977-10-24,1977,2005-02-01,17/7/2009,female,ind,chinese,11265.0,1303,0,1,0,1,0,0,11th parliament,,,,,,,,
11180,2008-08-29,Singapore,141,0.71875,2008-08-27,sms,,,,,,1.0,1.0,,,,,,,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,18080.0,4265,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11181,2008-02-27,Singapore,93,0.8949771689497716,2008-02-26,mp,,,,,,,,,,,,,,,,,0,1953-12-08,1953,1996-12-23,2018-03-02 00:00:00,female,pap,chinese,19803.0,4082,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
11182,2008-02-27,Singapore,93,0.8949771689497716,2008-02-26,mp,,,,,,,,,,,,,,,,,0,1953-12-08,1953,1996-12-23,2018-03-02 00:00:00,female,pap,chinese,19803.0,4082,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
11183,2008-02-27,Singapore,93,0.8949771689497716,2008-02-26,mp,,,,,,,,,,,,,,,,,0,1953-12-08,1953,1996-12-23,2018-03-02 00:00:00,female,pap,chinese,19803.0,4082,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
11184,2008-02-27,Singapore,19,0.9825581395348837,2008-02-26,mp,,,,,,,,,,,,,,,,,0,1954-08-23,1954,2001-10-25,2017-07-08 00:00:00,female,pap,malay,19545.0,2315,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11185,2008-02-27,Singapore,19,0.7777777777777778,2008-02-26,mp,,,,,,,,,,,,,,,,,0,1954-08-23,1954,2001-10-25,2017-07-08 00:00:00,female,pap,malay,19545.0,2315,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11186,2008-08-27,Singapore,11,0.9602888086642599,2008-08-26,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18051.0,7475,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11187,2008-08-27,Singapore,11,1.0,2008-08-26,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18051.0,7475,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11188,2008-08-27,Singapore,11,0.7509578544061303,2008-08-26,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18051.0,7475,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11189,2008-08-27,Singapore,136,0.7868852459016393,2008-08-26,mp,,,,,,,,,,,,,,,,,0,1958-03-19,1958,1996-12-23,19/4/2011,male,pap,chinese,18423.0,4264,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11190,2008-08-27,Singapore,11,0.9790209790209791,2008-08-26,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18051.0,7475,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11191,2008-08-27,Singapore,11,0.9281045751633987,2008-08-26,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18051.0,7475,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11192,2008-08-26,Singapore,18,0.6027397260273972,2008-08-25,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,19714.0,6214,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
11193,2008-08-26,Singapore,18,0.6027397260273972,2008-08-25,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,19714.0,6214,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
11194,2008-08-26,Singapore,18,0.6027397260273972,2008-08-25,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,19714.0,6214,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
11195,2008-08-26,Singapore,18,0.6027397260273972,2008-08-25,minister,,,,,,,,,1.0,,,,,,,,0,1954-09-04,1954,1991-08-21,2018-03-02 00:00:00,male,pap,chinese,19714.0,6214,0,0,0,1,0,0,11th parliament,5.0,137739.0,,,,,,
11196,2008-03-07,Singapore,38,0.8761061946902655,2008-03-06,mp,,,,,,,,,,,,,,,,,0,1963-12-24,1963,2001-03-11,25/8/2015,female,pap,chinese,16144.0,2552,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11197,2008-03-07,Singapore,38,0.989247311827957,2008-03-06,mp,,,,,,,,,,,,,,,,,0,1963-12-24,1963,2001-03-11,25/8/2015,female,pap,chinese,16144.0,2552,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11198,2008-03-07,Singapore,38,0.7624309392265194,2008-03-06,mp,,,,,,,,,,,,,,,,,0,1963-12-24,1963,2001-03-11,25/8/2015,female,pap,chinese,16144.0,2552,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11199,2008-03-07,Singapore,141,1.0,2008-03-06,sms,,,,,,1.0,1.0,,,,,,,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,17906.0,4091,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11200,2008-03-07,Singapore,141,0.9230769230769231,2008-03-06,sms,,,,,,1.0,1.0,,,,,,,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,17906.0,4091,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11201,2008-03-07,Singapore,141,0.6588235294117647,2008-03-06,sms,,,,,,1.0,1.0,,,,,,,,,,0,1959-02-26,1959,1996-12-23,19/4/2011,female,pap,chinese,17906.0,4091,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11202,2008-08-26,Prime News,40,0.9879518072289156,2008-08-25,mp,,,,,,,,,,,,,,,,,0,1962-03-28,1962,2006-04-27,25/8/2015,male,pap,chinese,16952.0,851,0,0,0,1,0,0,11th parliament,5.0,144677.0,,,,,,
11203,2008-08-26,Prime News,11,0.631578947368421,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11204,2008-08-26,Prime News,11,1.0,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11205,2008-08-26,Prime News,11,1.0,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11206,2008-03-01,Singapore,34,0.6285714285714286,2008-02-29,minister,,,,,,,,,,1.0,,,,,1.0,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17201.0,2318,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
11207,2008-03-01,Singapore,34,0.8266666666666667,2008-02-29,minister,,,,,,,,,,1.0,,,,,1.0,,0,1961-01-25,1961,2001-10-25,2018-03-02 00:00:00,male,pap,indian,17201.0,2318,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
11208,2008-10-22,Singapore,100,0.7035573122529645,2008-10-21,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,21866.0,7531,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11209,2008-10-22,Singapore,100,0.7175572519083969,2008-10-21,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,21866.0,7531,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11210,2008-10-22,Singapore,100,0.7784090909090909,2008-10-21,minister,1.0,,,,,,,,,,,,,,,,0,1948-12-09,1948,1988-03-09,25/8/2015,male,pap,chinese,21866.0,7531,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11211,2008-10-22,Singapore,20,0.8831168831168831,2008-10-21,minister,,,,,,,,1.0,,,,,,,,,0,1959-09-02,1959,2001-10-25,2018-03-02 00:00:00,male,pap,chinese,17947.0,2553,0,0,0,1,0,0,11th parliament,1.0,24975.0,23448.0,60.4,14156.0,20.8,4864.0,-4.9
11212,2008-08-29,Singapore,86,0.5490196078431373,2008-08-27,sps,,,,,,,,1.0,,,,1.0,,,,,0,1954-02-13,1954,1996-12-23,20/5/2011,male,pap,malay,19919.0,4265,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11213,2008-03-01,Singapore,13,0.6292134831460674,2008-02-29,minister,,1.0,,,,,,,,,,,,,,,0,1954-12-27,1954,1992-12-19,2018-03-02 00:00:00,male,pap,chinese,19422.0,5550,0,0,0,1,0,0,11th parliament,6.0,178443.0,164940.0,68.7,113322.0,37.4,61704.0,
11214,2008-11-19,Singapore,95,1.0,2008-11-18,sms,,,,1.0,1.0,,,,,,,,,,,,0,1954-09-05,1954,1991-08-21,19/4/2011,male,pap,chinese,19798.0,6299,0,0,0,1,0,0,11th parliament,1.0,32586.0,30484.0,68.7,20949.0,37.4,11414.0,-5.0
11215,2008-08-26,Prime News,11,0.6530612244897959,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11216,2008-08-26,Prime News,11,0.8333333333333334,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11217,2008-08-26,Prime News,11,0.7692307692307693,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11218,2008-08-26,Prime News,11,0.7457627118644068,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11219,2008-08-26,Prime News,11,0.9530201342281879,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11220,2008-08-26,Prime News,11,1.0,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11221,2008-08-26,Prime News,11,0.9877551020408163,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11222,2008-08-26,Prime News,11,0.75,2008-08-25,minister,,,,1.0,1.0,,,,,,,,,,,,0,1959-03-26,1959,1988-03-09,2018-03-02 00:00:00,male,pap,indian,18050.0,7474,0,0,0,1,0,0,11th parliament,6.0,184804.0,169707.0,76.7,130170.0,53.4,90633.0,
11223,2008-01-23,Singapore,56,0.7686274509803922,2008-01-22,sms,1.0,,,,,,,,,,,,,,,1.0,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16004.0,635,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11224,2008-01-23,Singapore,56,0.7686274509803922,2008-01-22,sms,1.0,,,,,,,,,,,,,,,1.0,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16004.0,635,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11225,2008-01-23,Singapore,56,0.7686274509803922,2008-01-22,sms,1.0,,,,,,,,,,,,,,,1.0,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16004.0,635,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11226,2008-11-19,Singapore,172,0.743455497382199,2008-11-18,mp,,,,,,,,,,,,,,,,,0,1950-02-17,1950,1984-12-12,19/4/2011,female,pap,chinese,21459.0,8742,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
11227,2008-11-19,Singapore,172,0.6,2008-11-18,mp,,,,,,,,,,,,,,,,,0,1950-02-17,1950,1984-12-12,19/4/2011,female,pap,chinese,21459.0,8742,0,0,0,1,0,0,11th parliament,5.0,118155.0,,,,,,
11228,2008-04-22,Singapore,56,0.3267108167770419,2008-04-21,sms,1.0,,,,,,,,,,,,,,,1.0,0,1964-03-29,1964,2006-04-27,2018-03-02 00:00:00,female,pap,chinese,16094.0,725,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11229,2008-11-19,Prime News,17,0.978021978021978,2008-11-18,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,18894.0,2809,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11230,2008-11-19,Prime News,17,0.56797583081571,2008-11-18,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,18894.0,2809,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11231,2008-11-19,Prime News,17,0.632,2008-11-18,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,18894.0,2809,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11232,2008-11-19,Prime News,17,0.9943502824858758,2008-11-18,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,18894.0,2809,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11233,2008-11-19,Prime News,17,0.7437185929648241,2008-11-18,minister,,,,,,,1.0,,,,,,,,,,0,1957-02-25,1957,2001-03-11,2018-03-02 00:00:00,male,pap,indian,18894.0,2809,0,0,0,1,0,0,11th parliament,5.0,116636.0,,,,,,
11234,2008-10-22,Prime News,15,0.9805825242718447,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11235,2008-10-22,Prime News,15,0.9824561403508771,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11236,2008-10-22,Prime News,15,0.9803921568627451,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11237,2008-10-22,Prime News,15,0.7540983606557377,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11238,2008-10-22,Prime News,15,1.0,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11239,2008-10-22,Prime News,15,0.9873417721518988,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11240,2008-10-22,Prime News,15,0.6832298136645962,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11241,2008-10-22,Prime News,15,0.5411764705882353,2008-10-21,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20473.0,8704,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11242,2008-03-06,Singapore,41,0.8939393939393939,2008-03-05,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,19354.0,4050,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
11243,2008-03-06,Singapore,41,0.8939393939393939,2008-03-05,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,19354.0,4050,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
11244,2008-03-06,Singapore,16,0.7333333333333333,2008-03-05,mp,,,,,,,,,,,,,,,,,0,1974-09-15,1974,2006-04-27,2018-03-02 00:00:00,male,pap,malay,12225.0,678,0,0,0,1,0,0,11th parliament,5.0,144677.0,,,,,,
11245,2008-03-06,Singapore,41,0.7792207792207793,2008-03-05,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,19354.0,4050,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
11246,2008-03-06,Singapore,41,0.8272251308900523,2008-03-05,minister,,,,,,,,,,,,,,1.0,,,0,1955-03-10,1955,1997-02-01,2018-03-02 00:00:00,male,pap,malay,19354.0,4050,0,0,0,1,0,0,11th parliament,5.0,93025.0,85064.0,69.3,58913.0,38.6,32762.0,-5.2
11247,2008-08-27,Singapore,136,0.7868852459016393,2008-08-26,mp,,,,,,,,,,,,,,,,,0,1958-03-19,1958,1996-12-23,19/4/2011,male,pap,chinese,18423.0,4264,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11248,2008-08-27,Singapore,40,0.8,2008-08-26,mp,,,,,,,,,,,,,,,,,0,1962-03-28,1962,2006-04-27,25/8/2015,male,pap,chinese,16953.0,852,0,0,0,1,0,0,11th parliament,5.0,144677.0,,,,,,
11249,2008-08-27,Singapore,136,0.8057553956834532,2008-08-26,mp,,,,,,,,,,,,,,,,,0,1958-03-19,1958,1996-12-23,19/4/2011,male,pap,chinese,18423.0,4264,0,0,0,1,0,0,11th parliament,5.0,126163.0,117324.0,68.5,80376.0,37.0,43428.0,-4.8
11250,2008-08-27,Singapore,55,0.8478260869565217,2008-08-26,mp,,,,,,,,,,,,,,,,,0,1966-06-16,1966,2006-04-27,25/8/2015,male,pap,indian,15412.0,852,0,0,0,1,0,0,11th parliament,5.0,115323.0,,,,,,
11251,2008-08-27,Singapore,167,0.6181818181818182,2008-08-26,nmp,,,,,,,,,,,,,,,,,0,1954-10-21,1954,2007-01-18,17/7/2009,male,ind,indian,19668.0,586,0,1,0,1,0,0,11th parliament,,,,,,,,
11252,2008-08-27,Singapore,167,1.0,2008-08-26,nmp,,,,,,,,,,,,,,,,,0,1954-10-21,1954,2007-01-18,17/7/2009,male,ind,indian,19668.0,586,0,1,0,1,0,0,11th parliament,,,,,,,,
11253,2008-08-27,Singapore,167,0.6504065040650406,2008-08-26,nmp,,,,,,,,,,,,,,,,,0,1954-10-21,1954,2007-01-18,17/7/2009,male,ind,indian,19668.0,586,0,1,0,1,0,0,11th parliament,,,,,,,,
11254,2008-08-27,Singapore,167,0.9876543209876543,2008-08-26,nmp,,,,,,,,,,,,,,,,,0,1954-10-21,1954,2007-01-18,17/7/2009,male,ind,indian,19668.0,586,0,1,0,1,0,0,11th parliament,,,,,,,,
11255,2008-08-27,Singapore,167,1.0,2008-08-26,nmp,,,,,,,,,,,,,,,,,0,1954-10-21,1954,2007-01-18,17/7/2009,male,ind,indian,19668.0,586,0,1,0,1,0,0,11th parliament,,,,,,,,
11256,2008-04-23,Singapore,15,0.7283236994219653,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11257,2008-04-23,Singapore,15,0.7619047619047619,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11258,2008-04-23,Singapore,15,0.7560975609756098,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11259,2008-04-23,Singapore,15,1.0,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11260,2008-04-23,Singapore,15,0.3524416135881104,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11261,2008-04-23,Singapore,15,0.7878787878787878,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11262,2008-04-23,Singapore,15,0.9743589743589743,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11263,2008-04-23,Singapore,15,0.8307692307692308,2008-04-22,pm,,,,,,,,,,,,,,,,,0,1952-10-02,1952,1984-12-22,2018-03-02 00:00:00,male,pap,chinese,20291.0,8522,0,0,0,1,0,0,11th parliament,6.0,159872.0,146115.0,66.1,96636.0,32.2,47157.0,
11264,2008-02-29,Singapore,88,1.0,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11265,2008-02-29,Singapore,88,1.0,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11266,2008-02-29,Singapore,88,1.0,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11267,2008-02-29,Singapore,88,1.0,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11268,2008-02-29,Singapore,88,0.7986798679867987,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11269,2008-02-29,Singapore,88,0.6470588235294118,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11270,2008-02-29,Singapore,88,0.6470588235294118,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11271,2008-02-29,Singapore,88,0.6470588235294118,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
11272,2008-02-29,Singapore,88,0.8163265306122449,2008-02-28,minister,,,1.0,,,,,,,,,,,,,,0,1954-09-13,1954,1988-03-09,21/5/2011,male,pap,chinese,19526.0,7295,0,0,0,1,0,0,11th parliament,5.0,145141.0,133436.0,56.1,74843.0,12.2,16225.0,
